"","Reporting areas","2006.total","2006.01","2006.02","2006.03","2006.04","2006.05","2006.06","2006.07","2006.08","2006.09","2006.10","2006.11","2006.12","2007.total","2007.01","2007.02","2007.03","2007.04","2007.05","2007.06","2007.07","2007.08","2007.09","2007.10","2007.11","2007.12","2008.total","2008.01","2008.02","2008.03","2008.04","2008.05","2008.06","2008.07","2008.08","2008.09","2008.10","2008.11","2008.12","2009.total","2009.01","2009.02","2009.03","2009.04","2009.05","2009.06","2009.07","2009.08","2009.09","2009.10","2009.11","2009.12","2010.total","2010.01","2010.02","2010.03","2010.04","2010.05","2010.06","2010.07","2010.08","2010.09","2010.10","2010.11","2010.12","2011.total","2011.01","2011.02","2011.03","2011.04","2011.05","2011.06","2011.07","2011.08","2011.09","2011.10","2011.11","2011.12","2012.total","2012.01","2012.02","2012.03","2012.04","2012.05","2012.06","2012.07","2012.08","2012.09","2012.10","2012.11","2012.12","2013.total","2013.01","2013.02","2013.03","2013.04","2013.05","2013.06","2013.07","2013.08","2013.09","2013.10","2013.11","2013.12","2014.total","2014.01","2014.02","2014.03","2014.04","2014.05","2014.06","2014.07","2014.08","2014.09","2014.10","2014.11","2014.12","2015.total","2015.01","2015.02","2015.03","2015.04","2015.05","2015.06","2015.07","2015.08","2015.09","2015.10","2015.11","2015.12","2016.total","2016.01","2016.02","2016.03","2016.04","2016.05","2016.06","2016.07","2016.08","2016.09","2016.10","2016.11","2016.12","2017.total","2017.01","2017.02","2017.03","2017.04","2017.05","2017.06","2017.07","2017.08","2017.09","2017.10","2017.11","2017.12","2018.total","2018.01","2018.02","2018.03","2018.04","2018.05","2018.06","2018.07","2018.08","2018.09","2018.10","2018.11","2018.12","2019.total","2019.01","2019.02","2019.03","2019.04","2019.05","2019.06","2019.07","2019.08","2019.09","2019.10","2019.11","2019.12","2020.total","2020.01","2020.02","2020.03","2020.04","2020.05","2020.06","2020.07","2020.08","2020.09","2020.10","2020.11","2020.12"
"51","Roi Et","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19","1618","7","35","48","39","87","208","273","471","316","79","36","19"
"52","Amnat Charoen","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4","388","1","1","4","10","36","61","102","96","46","18","9","4"
"53","Si Sa Ket","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62","2633","10","51","109","74","251","443","436","579","327","203","88","62"
"54","Ubon Ratchathani","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6","1820","4","7","70","100","156","306","340","247","307","201","76","6"
"55","Yasothon","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2","404","6","9","16","11","21","84","97","75","52","26","5","2"
"56","Buri Ram","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86","3889","60","110","125","102","182","406","735","986","737","258","102","86"
"57","Chaiyaphum","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8","952","17","36","58","30","95","128","210","192","115","40","23","8"
"58","Nakhon Ratchasima","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87","5620","94","82","183","167","376","769","1081","1290","964","313","214","87"
"59","Surin","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34","4639","42","54","140","210","439","684","897","1193","706","165","75","34"
"60","Chiang Mai","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41","6546","44","30","44","45","158","525","1850","2304","1153","283","69","41"
"61","Lampang","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13","1525","11","13","17","21","39","90","305","583","287","117","29","13"
"62","Lamphun","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8","532","3","5","11","17","39","97","129","135","51","22","15","8"
"63","Mae Hong Son","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4","649","2","1","1","9","51","68","149","210","125","20","9","4"
"64","Chiang Rai","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35","2349","15","8","9","10","52","213","571","707","434","227","68","35"
"65","Nan","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3","278","2","2","4","13","21","63","42","55","36","31","6","3"
"66","Phayao","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14","1366","2","3","2","4","17","147","409","522","194","38","14","14"
"67","Phrae","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2","326","4","4","6","9","17","25","50","110","62","22","15","2"
"68","Phetchabun","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19","2300","18","36","61","57","125","334","591","547","346","125","41","19"
"69","Phitsanulok","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24","821","24","32","35","37","52","67","85","167","167","83","48","24"
"70","Sukhothai","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12","445","17","14","24","42","27","27","69","90","70","33","20","12"
"71","Tak","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28","2087","34","21","56","158","187","351","569","411","189","36","47","28"
"72","Uttaradit","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15","228","2","2","5","10","12","13","28","45","49","31","16","15"
"73","Kamphaeng Phet","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20","541","26","31","47","27","25","39","66","116","73","45","26","20"
"74","Nakhon Sawan","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48","696","35","33","35","15","19","34","81","141","108","66","81","48"
"75","Phichit","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28","412","23","32","35","9","5","14","21","74","87","49","35","28"
"76","Uthai Thani","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5","153","8","5","5","5","4","17","31","24","23","18","8","5"
"77","Bungkan","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0","873","17","31","48","21","154","453","122","21","5","1","0","0"
